student_name,course_year,student_note,academic_score,anatomy_score,physiology_score,surgery_interest,cardiology_interest,neurology_interest,ent_interest,manual_dexterity,stress_tolerance,empathy,analytical_thinking,communication_skill,research_orientation,night_shift_readiness,cardiovascular_endurance,auditory_attention,precision_focus,predicted_specialty_key,predicted_specialty,confidence
Анна Котова #3813,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,89,76,8,7,6,1,8,8,8,8,4,7,10,10,3,9,surgery,Хирург,0.4848
Ольга Демина #3814,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,89,76,4,4,4,8,6,6,7,7,8,4,4,4,8,7,otolaryngology,Отоларинголог,0.4649
Ирина Белова #3815,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,81,83,5,4,4,7,9,6,7,7,10,3,8,4,9,6,otolaryngology,Отоларинголог,0.4647
Михаил Соколов #3816,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,97,85,8,5,2,3,10,7,7,7,8,4,10,7,5,10,surgery,Хирург,0.5554
Виктор Лебедев #3817,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,80,86,4,7,9,2,3,7,8,8,4,7,4,6,4,10,neurology,Невролог,0.51
Ирина Белова #3818,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,86,85,2,2,4,10,9,5,7,5,7,7,5,7,8,8,otolaryngology,Отоларинголог,0.5571
Анна Котова #3819,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,90,85,9,7,4,5,8,7,6,6,6,4,10,7,6,7,surgery,Хирург,0.4958
Софья Романова #3820,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,80,89,6,7,10,5,6,10,10,8,10,8,5,8,5,8,neurology,Невролог,0.4033
Алина Назарова #3821,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,96,77,96,4,8,9,4,5,7,10,10,8,7,7,10,3,6,cardiology,Кардиолог,0.455
Михаил Соколов #3822,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,91,83,8,8,5,1,9,7,5,7,6,3,7,10,3,8,surgery,Хирург,0.5143
Мария Тихонова #3823,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,90,83,3,5,5,10,9,5,10,8,7,3,7,4,9,8,otolaryngology,Отоларинголог,0.5713
Алина Назарова #3824,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,80,100,3,9,7,3,8,7,10,8,10,7,9,9,4,8,cardiology,Кардиолог,0.4447
Ирина Белова #3825,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,91,82,3,6,5,10,10,9,10,5,10,5,6,6,8,10,otolaryngology,Отоларинголог,0.5602
Павел Громов #3826,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,86,88,7,5,4,0,7,8,4,7,6,2,7,9,2,8,surgery,Хирург,0.513
Кирилл Федоров #3827,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,87,87,4,5,5,10,9,6,9,8,8,3,6,8,10,10,otolaryngology,Отоларинголог,0.5503
Кирилл Федоров #3828,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,84,86,7,4,5,7,7,6,9,5,7,5,4,7,8,9,otolaryngology,Отоларинголог,0.4084
Павел Громов #3829,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,87,84,10,7,3,3,9,8,7,8,6,6,7,8,4,10,surgery,Хирург,0.4988
Мария Тихонова #3830,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,81,76,1,5,4,10,7,4,10,6,8,4,4,5,10,8,otolaryngology,Отоларинголог,0.6285
Павел Громов #3831,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,97,80,9,4,2,2,9,7,5,5,7,2,8,6,6,9,surgery,Хирург,0.6233
Татьяна Максимова #3832,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,81,87,6,7,7,4,5,8,8,10,7,8,6,5,5,8,neurology,Невролог,0.4107
Кирилл Федоров #3833,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,82,79,3,3,6,10,8,9,9,9,9,3,5,5,10,10,otolaryngology,Отоларинголог,0.5615
Софья Романова #3834,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,78,96,5,7,7,5,7,9,7,9,10,10,7,7,3,7,neurology,Невролог,0.3665
Ирина Белова #3835,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,92,79,3,2,4,9,6,9,10,7,8,3,8,6,8,8,otolaryngology,Отоларинголог,0.4925
Кирилл Федоров #3836,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,88,79,5,5,5,9,6,7,8,8,9,4,7,6,9,6,otolaryngology,Отоларинголог,0.4358
Алина Назарова #3837,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,79,95,4,10,9,1,6,6,10,9,7,6,7,8,7,8,cardiology,Кардиолог,0.4239
Никита Жуков #3838,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,77,88,2,6,9,2,7,9,5,9,6,7,3,4,8,10,neurology,Невролог,0.493
Алина Назарова #3839,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,97,82,97,3,10,7,1,4,6,10,7,8,9,8,6,3,6,cardiology,Кардиолог,0.4864
Елена Смирнова #3840,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,96,85,98,3,5,7,5,4,9,10,10,7,9,7,4,7,10,neurology,Невролог,0.494
Павел Громов #3841,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,94,88,7,5,2,2,9,7,7,6,5,5,7,9,3,8,surgery,Хирург,0.5079
Елена Смирнова #3842,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,81,99,3,7,9,1,4,5,6,9,8,9,4,4,4,10,neurology,Невролог,0.5844
Ольга Демина #3843,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,86,73,3,3,2,7,6,7,10,7,7,5,5,6,9,9,otolaryngology,Отоларинголог,0.4774
Дмитрий Орлов #3844,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,80,86,6,8,7,1,5,8,7,10,7,6,9,9,5,6,cardiology,Кардиолог,0.4217
Ольга Демина #3845,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,81,77,4,5,6,7,8,7,10,7,8,2,6,5,9,6,otolaryngology,Отоларинголог,0.4519
Алина Назарова #3846,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,79,97,4,9,9,3,5,10,6,10,7,7,8,7,5,10,neurology,Невролог,0.4138
Ольга Демина #3847,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,88,77,2,1,4,10,6,4,8,7,7,3,6,4,9,8,otolaryngology,Отоларинголог,0.6086
Софья Романова #3848,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,78,99,5,7,7,2,6,8,10,10,9,5,5,8,4,9,cardiology,Кардиолог,0.4039
Алина Назарова #3849,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,83,92,3,9,8,4,6,9,10,7,9,9,7,10,3,8,cardiology,Кардиолог,0.4458
Татьяна Максимова #3850,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,87,90,2,7,7,4,8,6,9,10,10,9,5,7,7,10,neurology,Невролог,0.4007
Софья Романова #3851,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,86,92,3,8,6,4,5,6,9,9,7,9,9,7,7,8,cardiology,Кардиолог,0.3675
Кирилл Федоров #3852,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,90,86,3,2,6,8,7,8,5,9,8,5,5,6,10,10,otolaryngology,Отоларинголог,0.449
Виктор Лебедев #3853,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,82,93,2,6,10,1,7,7,7,8,8,10,4,6,4,7,neurology,Невролог,0.5389
Павел Громов #3854,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,93,78,7,6,5,1,8,10,5,6,6,3,7,9,6,10,surgery,Хирург,0.5401
Татьяна Максимова #3855,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,85,99,5,7,7,1,8,10,8,7,8,10,4,9,5,9,cardiology,Кардиолог,0.3492
Анна Котова #3856,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,99,80,10,5,4,1,9,8,8,8,8,7,8,8,7,8,surgery,Хирург,0.495
Георгий Савельев #3857,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,98,79,8,2,3,0,8,10,4,5,3,5,9,10,2,10,surgery,Хирург,0.7503
Мария Тихонова #3858,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,80,74,5,6,4,9,6,8,7,8,7,2,4,4,9,7,otolaryngology,Отоларинголог,0.476
Софья Романова #3859,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,77,90,5,10,6,4,5,6,8,10,10,9,9,6,4,7,cardiology,Кардиолог,0.459
Никита Жуков #3860,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,82,87,1,7,9,1,4,9,6,10,5,7,5,6,7,8,neurology,Невролог,0.49
Елена Смирнова #3861,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,81,98,2,4,7,5,5,7,10,10,8,8,7,8,5,8,neurology,Невролог,0.4397
Софья Романова #3862,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,78,84,5,9,9,1,4,8,10,7,7,6,8,7,4,6,cardiology,Кардиолог,0.4212
Софья Романова #3863,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,80,92,6,8,9,4,5,7,7,9,7,8,8,7,6,8,neurology,Невролог,0.4044
Елена Смирнова #3864,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,83,96,2,4,10,5,4,5,9,8,7,10,5,4,7,8,neurology,Невролог,0.5925
Виктор Лебедев #3865,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,82,90,4,6,9,3,7,9,8,10,6,10,3,4,6,7,neurology,Невролог,0.5309
Ольга Демина #3866,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,89,74,5,4,4,8,7,7,7,5,10,5,5,6,10,9,otolaryngology,Отоларинголог,0.5286
Кирилл Федоров #3867,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,91,86,3,6,5,8,7,8,6,7,10,3,8,8,8,6,otolaryngology,Отоларинголог,0.3807
Анна Котова #3868,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,98,78,10,6,2,4,10,8,8,8,8,3,9,10,6,7,surgery,Хирург,0.5654
Виктор Лебедев #3869,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,77,89,4,6,7,2,4,8,8,10,4,10,6,5,5,7,neurology,Невролог,0.4998
Ирина Белова #3870,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,87,88,4,6,6,10,10,7,7,8,7,7,8,4,9,6,otolaryngology,Отоларинголог,0.4568
Павел Громов #3871,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,86,79,9,3,6,4,7,7,3,8,3,3,7,7,3,10,surgery,Хирург,0.565
Елена Смирнова #3872,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,75,91,5,5,10,4,4,9,7,9,9,8,4,7,4,8,neurology,Невролог,0.5148
Ирина Белова #3873,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,84,86,2,2,4,8,6,9,8,6,9,4,6,3,8,9,otolaryngology,Отоларинголог,0.518
Мария Тихонова #3874,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,85,74,1,5,5,7,9,8,8,7,8,5,7,3,10,10,otolaryngology,Отоларинголог,0.5129
Никита Жуков #3875,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,78,86,4,5,8,2,6,9,6,10,9,8,7,6,5,10,neurology,Невролог,0.472
Михаил Соколов #3876,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,94,83,7,4,3,4,10,9,7,5,8,4,8,9,3,8,surgery,Хирург,0.5472
Дмитрий Орлов #3877,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,86,87,7,9,7,4,5,9,8,8,8,8,6,8,7,8,cardiology,Кардиолог,0.38
Ирина Белова #3878,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,82,82,3,4,4,9,8,9,6,9,7,4,5,5,8,8,otolaryngology,Отоларинголог,0.4443
Софья Романова #3879,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,78,99,2,7,6,4,7,7,10,8,10,5,8,9,3,7,cardiology,Кардиолог,0.4468
Виктор Лебедев #3880,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,83,84,1,4,10,0,4,8,9,9,8,7,6,5,4,10,neurology,Невролог,0.6094
Анна Котова #3881,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,92,85,7,4,6,2,7,8,4,5,5,7,8,6,3,7,surgery,Хирург,0.4782
Дмитрий Орлов #3882,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,86,86,6,7,4,2,5,8,6,8,10,9,6,9,5,8,cardiology,Кардиолог,0.4027
Ольга Демина #3883,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,87,77,4,3,3,7,7,4,10,7,8,2,5,4,9,7,otolaryngology,Отоларинголог,0.5343
Ольга Демина #3884,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,79,83,4,5,5,10,9,6,10,7,9,3,5,3,8,9,otolaryngology,Отоларинголог,0.5794
Елена Смирнова #3885,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,98,78,90,2,4,10,1,4,5,8,10,5,7,3,7,4,10,neurology,Невролог,0.6295
Мария Тихонова #3886,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,90,77,1,3,5,8,8,5,9,5,10,2,5,5,9,7,otolaryngology,Отоларинголог,0.6093
Дмитрий Орлов #3887,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,86,94,3,7,6,1,9,10,6,10,8,7,8,7,7,10,neurology,Невролог,0.3135
Алина Назарова #3888,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,85,87,5,10,9,3,7,10,8,10,8,6,8,7,7,7,cardiology,Кардиолог,0.3978
Елена Смирнова #3889,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,84,92,1,8,7,4,5,9,8,10,6,9,7,6,6,9,neurology,Невролог,0.4257
Михаил Соколов #3890,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,97,81,9,8,3,4,9,10,6,6,7,6,10,7,2,10,surgery,Хирург,0.5965
Анна Котова #3891,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,98,83,9,7,6,4,8,9,7,8,6,4,7,7,7,10,surgery,Хирург,0.4369
Михаил Соколов #3892,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,92,81,8,6,6,1,9,8,5,6,8,4,7,7,3,7,surgery,Хирург,0.5025
Михаил Соколов #3893,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,92,80,9,6,3,1,10,8,6,6,4,6,10,8,2,9,surgery,Хирург,0.6696
Виктор Лебедев #3894,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,74,89,5,6,7,0,3,9,8,9,4,10,5,3,8,9,neurology,Невролог,0.539
Кирилл Федоров #3895,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,86,87,7,5,3,7,8,9,7,7,7,2,4,8,9,7,otolaryngology,Отоларинголог,0.3855
Михаил Соколов #3896,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,87,84,7,8,5,1,7,7,3,6,4,2,8,9,3,10,surgery,Хирург,0.5557
Никита Жуков #3897,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,73,92,1,5,10,4,7,9,9,9,7,9,5,5,7,7,neurology,Невролог,0.5311
Софья Романова #3898,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,78,96,4,7,10,1,4,9,7,8,9,8,7,8,4,7,neurology,Невролог,0.4464
Анна Котова #3899,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,89,79,8,4,2,5,7,7,6,5,8,6,9,10,7,10,surgery,Хирург,0.5018
Алина Назарова #3900,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,86,88,5,10,8,4,6,8,8,7,8,6,9,6,6,6,cardiology,Кардиолог,0.3892
Мария Тихонова #3901,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,91,80,1,3,4,9,7,5,10,5,9,6,3,5,10,7,otolaryngology,Отоларинголог,0.6201
Павел Громов #3902,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,87,78,7,3,2,2,8,9,3,5,4,4,10,7,3,10,surgery,Хирург,0.6883
Мария Тихонова #3903,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,90,76,5,2,6,8,9,5,8,5,8,4,5,5,9,10,otolaryngology,Отоларинголог,0.5426
Ольга Демина #3904,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,80,82,80,2,2,2,10,9,6,10,8,9,2,3,6,9,7,otolaryngology,Отоларинголог,0.6426
Георгий Савельев #3905,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,89,79,8,3,6,1,10,8,5,6,4,1,7,10,2,9,surgery,Хирург,0.6757
Софья Романова #3906,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,85,86,4,10,7,5,4,9,7,8,10,6,9,8,4,8,cardiology,Кардиолог,0.4479
Кирилл Федоров #3907,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,92,83,7,5,4,9,10,6,8,8,7,5,7,8,9,8,otolaryngology,Отоларинголог,0.427
Михаил Соколов #3908,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,87,82,10,6,5,5,10,7,3,8,6,6,8,8,2,10,surgery,Хирург,0.5913
Мария Тихонова #3909,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,89,76,2,5,7,7,6,4,10,5,8,3,7,5,9,7,otolaryngology,Отоларинголог,0.4808
Татьяна Максимова #3910,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,82,90,4,7,6,1,8,9,9,7,10,8,8,5,7,6,cardiology,Кардиолог,0.3543
Татьяна Максимова #3911,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,83,94,3,9,8,1,6,8,10,10,10,6,8,9,7,6,cardiology,Кардиолог,0.4978
Алина Назарова #3912,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,84,85,3,9,9,2,7,6,9,8,9,9,8,10,7,10,neurology,Невролог,0.3763
Анна Котова #3913,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,100,78,10,7,5,3,9,7,5,9,6,7,10,9,3,7,surgery,Хирург,0.5656
Кирилл Федоров #3914,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,91,84,4,4,3,9,8,5,9,6,7,2,8,7,10,7,otolaryngology,Отоларинголог,0.5558
Ольга Демина #3915,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,84,78,5,2,6,8,6,8,7,4,9,2,7,2,8,7,otolaryngology,Отоларинголог,0.5101
Михаил Соколов #3916,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,98,82,10,8,5,1,10,7,6,8,6,4,9,7,5,9,surgery,Хирург,0.5753
Георгий Савельев #3917,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,99,85,8,2,2,1,8,7,5,8,6,5,7,7,6,7,surgery,Хирург,0.5247
Мария Тихонова #3918,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,88,78,4,5,7,10,10,6,10,9,9,6,4,7,10,7,otolaryngology,Отоларинголог,0.5094
Дмитрий Орлов #3919,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,89,91,4,9,6,2,5,6,8,10,7,6,5,8,4,6,cardiology,Кардиолог,0.4925
Ольга Демина #3920,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,79,80,6,5,6,10,7,5,10,6,8,3,7,6,10,9,otolaryngology,Отоларинголог,0.5447
Елена Смирнова #3921,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,75,88,1,5,9,3,8,9,8,8,6,8,3,6,6,8,neurology,Невролог,0.4766
Никита Жуков #3922,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,84,86,4,4,9,2,6,5,8,9,5,7,5,4,4,10,neurology,Невролог,0.5589
Павел Громов #3923,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,98,84,8,6,6,4,10,10,5,9,7,4,8,6,6,10,surgery,Хирург,0.4833
Кирилл Федоров #3924,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,89,81,3,6,6,9,8,5,5,6,8,6,6,7,10,7,otolaryngology,Отоларинголог,0.4797
Ольга Демина #3925,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,82,73,5,4,2,7,7,8,10,7,9,6,7,3,10,10,otolaryngology,Отоларинголог,0.5026
Анна Котова #3926,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,100,78,7,6,5,4,7,8,6,7,7,4,7,8,5,7,surgery,Хирург,0.4138
Елена Смирнова #3927,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,77,97,3,5,9,4,6,9,6,9,7,10,7,7,5,8,neurology,Невролог,0.4982
Елена Смирнова #3928,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,83,90,4,8,7,4,6,5,6,10,8,10,3,8,5,10,neurology,Невролог,0.4319
Кирилл Федоров #3929,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,90,79,7,5,7,9,9,5,8,6,8,4,5,8,8,6,otolaryngology,Отоларинголог,0.4279
Алина Назарова #3930,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,97,82,86,2,9,6,1,8,9,9,8,10,7,5,7,5,8,cardiology,Кардиолог,0.45
Павел Громов #3931,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,94,86,7,6,2,0,7,10,5,7,7,6,10,6,2,10,surgery,Хирург,0.5352
Татьяна Максимова #3932,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,85,86,6,7,6,1,8,6,9,9,9,8,5,9,5,6,cardiology,Кардиолог,0.4092
Анна Котова #3933,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,94,84,10,7,2,1,7,10,6,7,5,3,10,9,4,10,surgery,Хирург,0.65
Павел Громов #3934,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,87,84,9,6,3,3,10,10,5,9,4,5,8,8,3,10,surgery,Хирург,0.5919
Никита Жуков #3935,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,82,88,4,4,7,1,6,9,7,8,9,7,3,4,5,10,neurology,Невролог,0.4595
Никита Жуков #3936,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,73,88,4,6,8,1,4,9,7,9,5,7,6,7,8,8,neurology,Невролог,0.4304
Никита Жуков #3937,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,76,97,0,4,8,1,7,7,7,9,8,7,3,4,4,8,neurology,Невролог,0.5348
Анна Котова #3938,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,92,79,7,3,2,1,9,9,5,8,5,5,8,9,4,10,surgery,Хирург,0.5982
Кирилл Федоров #3939,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,93,79,6,3,5,7,9,9,6,7,9,4,8,5,10,10,otolaryngology,Отоларинголог,0.433
Никита Жуков #3940,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,79,88,1,8,9,4,3,6,7,10,6,10,7,5,6,10,neurology,Невролог,0.5636
Ольга Демина #3941,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,86,72,5,2,4,8,10,8,10,8,8,3,3,4,9,6,otolaryngology,Отоларинголог,0.5482
Елена Смирнова #3942,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,81,89,4,6,7,1,7,9,8,8,5,10,6,8,6,8,neurology,Невролог,0.3965
Виктор Лебедев #3943,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,74,86,1,4,8,4,5,8,7,10,8,10,4,7,6,7,neurology,Невролог,0.5154
Ольга Демина #3944,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,83,72,6,1,3,9,10,8,7,5,7,4,4,2,9,6,otolaryngology,Отоларинголог,0.5961
Алина Назарова #3945,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,76,99,4,9,5,2,8,10,10,7,10,9,5,6,3,8,cardiology,Кардиолог,0.461
Ольга Демина #3946,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,81,76,2,3,2,9,8,7,10,4,8,4,5,5,8,8,otolaryngology,Отоларинголог,0.6079
Софья Романова #3947,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,85,84,4,9,5,3,6,7,9,8,8,5,9,9,3,8,cardiology,Кардиолог,0.4432
Алина Назарова #3948,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,81,89,3,10,8,1,6,8,10,8,10,8,7,10,7,8,cardiology,Кардиолог,0.4852
Михаил Соколов #3949,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,97,79,10,5,3,1,7,8,4,9,7,5,9,8,6,10,surgery,Хирург,0.5926
Алина Назарова #3950,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,75,97,3,8,7,2,5,8,6,8,8,7,5,6,4,8,cardiology,Кардиолог,0.393
Никита Жуков #3951,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,82,94,4,7,7,3,7,8,8,10,9,9,6,4,6,8,neurology,Невролог,0.429
Кирилл Федоров #3952,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,84,78,7,2,5,9,10,5,7,8,10,2,6,5,9,8,otolaryngology,Отоларинголог,0.5348
Михаил Соколов #3953,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,97,80,7,4,5,4,9,7,7,5,6,3,10,8,3,10,surgery,Хирург,0.5829
Дмитрий Орлов #3954,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,78,86,5,7,7,2,8,7,10,9,9,9,6,7,7,8,neurology,Невролог,0.3712
Ольга Демина #3955,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,79,89,82,4,4,3,8,6,4,9,6,9,5,4,2,9,10,otolaryngology,Отоларинголог,0.5682
Георгий Савельев #3956,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,98,86,7,3,2,2,10,7,3,4,5,1,8,10,4,10,surgery,Хирург,0.717
Виктор Лебедев #3957,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,75,93,2,6,9,4,3,6,6,10,5,9,5,3,8,9,neurology,Невролог,0.5888
Кирилл Федоров #3958,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,90,78,4,4,3,8,6,9,5,8,7,5,8,4,9,8,otolaryngology,Отоларинголог,0.416
Никита Жуков #3959,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,80,92,4,7,8,1,4,7,9,9,5,8,6,3,7,9,neurology,Невролог,0.5147
